Word	IPA transcription
chapitre	ʃ a p i t ʁ
portant	p ɔ ʁ t ɑ̃
outils	u t i
mathématiques	m a t e m a t i k
puis	p y i
exploitée	ɛ k s p l w a t e
deuxième	d ø z j ɛ m
partie	p a ʁ t i
thèse	t ɛ z
D'une	d y n
ampleur	ɑ̃ p l œ ʁ
grave	ɡ ʁ a v
l'émergence	l e m ɛ ʁ ʒ ɑ̃ s
d'un	d œ̃
risque	ʁ i s k
mal	m a l
identifié	i d ɑ̃ t i f j e
suscite	s y s i t
craintes	k ʁ ɛ̃ t
l'opinion	l ɔ p i n j ɔ̃
seule	s œ l
décision	d e s i z j ɔ̃
nature	n a t y ʁ
politique	p ɔ l i t i k
peut	p ø
apaiser	a p ɛ z e
par	p a ʁ
rétablissement	ʁ e t a b l i s m ɑ̃
confiance	k ɔ̃ f j ɑ̃ s
solutions	s ɔ l y s j ɔ̃
miraculeuses	m i ʁ a k y l ø z
proposées	p ʁ ɔ p o z e
mais	m ɛ
conseils	k ɔ̃ s ɛ j
techniques	t ɛ k n i k
adéquates	a d e k w a t
compatibles	k ɔ̃ p a t i b l
nos	n o
rythmes	ʁ i t m z
travail	t ʁ a v a j
loisirs	l w a z i ʁ
Si	s i
nouveaux	n u v o
virus	v i ʁ y s
découverts	d e k u v ɛ ʁ
leurs	l œ ʁ
signatures	s i n j a t y ʁ
ajoutées	a ʒ u t e
fichier	f i ʃ j e
permet	p ɛ ʁ m ɛ
suite	s y i t
détecter	d e t ɛ k t e
La	l a
requête	ʁ ə k ɛ t
portée	p ɔ ʁ t e
devant	d ə v ɑ̃
président	p ʁ e z i d ɑ̃
tribunal	t ʁ i b y n a l
affaires	a f ɛ ʁ
sécurité	s e k y ʁ i t e
sociale	s ɔ s j a l
lieu	l j ø
demeure	d ə m œ ʁ
débiteur	d e b i t œ ʁ
chapitres	ʃ a p i t ʁ
dépenses	d e p ɑ̃ s
recettes	ʁ ə s ɛ t
regroupés	ʁ ə ɡ ʁ u p e
deux	d ø
sections	s ɛ k s j ɔ̃
l'une	l y n
relative	ʁ ə l a t i v
aux	o
opérations	ɔ p e ʁ a s j ɔ̃
fonctionnement	f ɔ̃ k s j ɔ n m ɑ̃
l'autre	l o t ʁ
capital	k a p i t a l
Sur	s y ʁ
terre	t ɛ ʁ
on	ɔ̃
fait	f ɛ
exploser	ɛ k s p l o z e
petite	p ə t i t
charge	ʃ a ʁ ʒ
voisinage	v w a z i n a ʒ
surface	s y ʁ f a s
sol	s ɔ l
recueille	ʁ ə k œ j
moyen	m w a j ɛ̃
capteurs	k a p t œ ʁ
disposés	d i s p o z e
différents	d i f e ʁ ɑ̃
points	p w ɛ̃
ondes	ɔ̃ d
réfléchies	ʁ e f l e ʃ i
A	a
condition	k ɔ̃ d i s j ɔ̃
recours	ʁ ə k u ʁ
soit	s w a
fondé	f ɔ̃ d e
droit	d ʁ w a
seul	s œ l
pourvoi	p u ʁ v w a
formé	f ɔ ʁ m e
cour	k u ʁ
cassation	k a s a s j ɔ̃
récentes	ʁ e s ɑ̃ t
décisions	d e s i z j ɔ̃
gouvernementales	ɡ u v ɛ ʁ n ə m ɑ̃ t a l
domaine	d ɔ m ɛ n
dont	d ɔ̃
certaines	s ɛ ʁ t ɛ n
ont	ɔ̃
été	e t e
annoncées	a n ɔ̃ s e
plein	p l ɛ̃
suscité	s y s i t e
inquiétudes	ɛ̃ k j e t y d
réprobation	ʁ e p ʁ ɔ b a s j ɔ̃
parfois	p a ʁ f w a
condamnation	k ɔ̃ d a n a s j ɔ̃
organisations	ɔ ʁ ɡ a n i z a s j ɔ̃
syndicales	s ɛ̃ d i k a l
notre	n ɔ t ʁ
part	p a ʁ
Des	d e
choix	ʃ w a
doivent	d w a v
faits	f ɛ
entre	ɑ̃ t ʁ
dépistage	d e p i s t a ʒ
organisé	ɔ ʁ ɡ a n i z e
certains	s ɛ ʁ t ɛ̃
cancers	k ɑ̃ s ɛ ʁ
système	s i s t ɛ m
soins	s w ɛ̃
usuel	y z y ɛ l
appliquant	a p l i k ɑ̃
standards	s t ɑ̃ d a ʁ
qualité	k a l i t e
profession	p ʁ ɔ f ɛ s j ɔ̃
largeur	l a ʁ ʒ œ ʁ
bande	b ɑ̃ d
implique	ɛ̃ p l i k
meilleure	m ɛ j œ ʁ
expérience	ɛ k s p e ʁ j ɑ̃ s
navigation	n a v i ɡ a s j ɔ̃
plaisir	p l ɛ z i ʁ
nombre	n ɔ̃ b ʁ
accru	a k ʁ y
visiteurs	v i z i t œ ʁ
sans	s ɑ̃
doute	d u t
bénéfices	b e n e f i s
Cette	s ɛ t
susceptibilité	s y s ɛ p t i b i l i t e
prend	p ʁ ɑ̃
compte	k ɔ̃ t
acoustiques	a k u s t i k
recouvrement	ʁ ə k u v ʁ ə m ɑ̃
spatial	s p a s j a l
lumière	l y m j ɛ ʁ
nie	n i
république	ʁ e p y b l i k
principes	p ʁ ɛ̃ s i p
mille	m i l
sept	s ɛ t
cent	s ɑ̃
quatre-vingt	k a t ʁ v ɛ̃
neuf	n œ f
il	i l
persécute	p ɛ ʁ s e k y t
juifs	ʒ y i f
francs-maçons	f ʁ ɑ̃ m a s ɔ̃
méfie	m e f i
instituteurs	ɛ̃ s t i t y t œ ʁ
Une	y n
prorogation	p ʁ ɔ ʁ ɔ ɡ a s j ɔ̃
délai	d e l e
limitée	l i m i t e
à	a a k s ɑ̃ ɡ ʁ a v
quinze	k ɛ̃ z
jours	ʒ u ʁ
pourra	p u ʁ a
accordée	a k ɔ ʁ d e
leur	l œ ʁ
demande	d ə m ɑ̃ d
arbitres	a ʁ b i t ʁ
brièvement	b ʁ i ɛ v m ɑ̃
motivée	m ɔ t i v e
chambre	ʃ ɑ̃ b ʁ
Dans	d ɑ̃
cartes	k a ʁ t
voit	v w a
apparaître	a p a ʁ ɛ t ʁ
image	i m a ʒ
interrelations	ɛ̃ t ɛ ʁ l a s j ɔ̃
distordue	d i s t ɔ ʁ d y
sous	s u
l'effet	l e f ɛ
communication	k ɔ m y n i k a s j ɔ̃
général	ʒ e n e ʁ a l
reconnaissable	ʁ ə k ɔ n ɛ s a b l
Sept	s ɛ t
mois	m w a
stage	s t a ʒ
viennent	v j ɛ n
compléter	k ɔ̃ p l e t e
formation	f ɔ ʁ m a s j ɔ̃
première	p ʁ ə m j ɛ ʁ
année	a n e
quatre	k a t ʁ
troisième	t ʁ w a z j ɛ m
Elle	ɛ l
région	ʁ e ʒ j ɔ̃
attractives	a t ʁ a k t i v
investisseur	ɛ̃ v ɛ s t i s œ ʁ
son	s ɔ̃
espace	ɛ s p a s
ses	s e
hommes	ɔ m
potentiel	p ɔ t ɑ̃ s j ɛ l
développement	d e v l ɔ p m ɑ̃
haut	o
niveau	n i v o
technologique	t ɛ k n ɔ l ɔ ʒ i k
scanners	s k a n œ ʁ
diapositives	d j a p o z i t i v
négatifs	n e ɡ a t i f
fonctionnant	f ɔ̃ k s j ɔ n ɑ̃
projection	p ʁ ɔ ʒ ɛ k s j ɔ̃
donnent	d ɔ n
bons	b ɔ̃
résultats	ʁ e z y l t a
couleurs	k u l œ ʁ
contraste	k ɔ̃ t ʁ a s t
meilleurs	m ɛ j œ ʁ
chers	ʃ ɛ ʁ
réservés	ʁ e z ɛ ʁ v e
irradiation	i ʁ a d j a s j ɔ̃
lors	l ɔ ʁ
division	d i v i z j ɔ̃
cellules	s ɛ l y l
irradiées	i ʁ a d j e
étudiés	e t y d j e
sein	s ɛ̃
laboratoire	l a b ɔ ʁ a t w a ʁ
depuis	d ə p y i
début	d e b y
années	a n e
vingt	v ɛ̃
Un	œ̃
critère	k ʁ i t ɛ ʁ
méthodologie	m e t ɔ d ɔ l ɔ ʒ i
clairement	k l ɛ ʁ m ɑ̃
explicitement	ɛ k s p l i s i t m ɑ̃
intervient	ɛ̃ t ɛ ʁ v j ɛ̃
programmeur	p ʁ ɔ ɡ ʁ a m œ ʁ
interviennent	ɛ̃ t ɛ ʁ v j ɛ n
processus	p ʁ ɔ s ɛ s y s
adaptatifs	a d a p t a t i f
automatiques	o t o m a t i k
C'est	s ɛ
grand	ɡ ʁ ɑ̃
tort	t ɔ ʁ
gens	ʒ ɑ̃
illustres	i l y s t ʁ
déjà	d e ʒ a
constat	k ɔ̃ s t a
ainsi	ɛ̃ s i
empressés	ɑ̃ p ʁ ɛ s e
rendre	ʁ ɑ̃ d ʁ
hommage	ɔ m a ʒ
dieu	d j ø
boulier	b u l j e
participation	p a ʁ t i s i p a s j ɔ̃
agents	a ʒ ɑ̃
jury	d ʒ u ʁ i
magasinier	m a ɡ a z i n j e
chef	ʃ ɛ f
repose	ʁ ə p o z
volontariat	v ɔ l ɔ̃ t a ʁ j a
mission	m i s j ɔ̃
d'assurer	d a s y ʁ e
recrutement	ʁ ə k ʁ y t m ɑ̃
chaque	ʃ a k
titre	t i t ʁ
vous	v u
trouverez	t ʁ u v ʁ e
date	d a t
collection	k ɔ l ɛ k s j ɔ̃
périodicité	p e ʁ j ɔ d i s i t e
côte	k o t
discipline	d i s i p l i n
traitée	t ʁ ɛ t e
permettant	p ɛ ʁ m ɛ t ɑ̃
localisation	l ɔ k a l i z a s j ɔ̃
salle	s a l
périodiques	p e ʁ j ɔ d i k
Ces	s e
fonctionnalités	f ɔ̃ k s j ɔ n a l i t e
reposeront	ʁ ə p o z ʁ ɔ̃
descriptions	d ɛ s k ʁ i p s j ɔ̃
contenu	k ɔ̃ t n y
associées	a s ɔ s j e
données	d ɔ n e
multimédia	m y l t i m e d j a
brutes	b ʁ y t
traits	t ʁ ɛ
caractéristiques	k a ʁ a k t e ʁ i s t i k
images	i m a ʒ
vidéo	v i d e o
structure	s t ʁ y k t y ʁ
logique	l ɔ ʒ i k
temporelle	t ɑ̃ p ɔ ʁ ɛ l
comportementale	k ɔ̃ p ɔ ʁ t ə m ɑ̃ t a l
Interlocuteur	ɛ̃ t ɛ ʁ l ɔ k y t œ ʁ
privilégié	p ʁ i v i l e ʒ j e
médias	m e d j a
fédération	f e d e ʁ a s j ɔ̃
constitue	k ɔ̃ s t i t y
également	e ɡ a l m ɑ̃
relais	ʁ ə l ɛ
efficace	e f i k a s
auprès	o p ʁ ɛ
organes	ɔ ʁ ɡ a n
presse	p ʁ ɛ s
journalistes	ʒ u ʁ n a l i s t
spécialisés	s p e s j a l i z e
supports	s y p ɔ ʁ
public	p y b l i k
français	f ʁ ɑ̃ s ɛ
étrangers	e t ʁ ɑ̃ ʒ e
Le	l ə
trimestre	t ʁ i m ɛ s t ʁ
axé	a k s e
étapes	e t a p
études	e t y d
faisabilité	f ə z a b i l i t e
projets	p ʁ ɔ ʒ ɛ
recherche	ʁ ə ʃ ɛ ʁ ʃ
minière	m i n j ɛ ʁ
jusqu	ʒ y s k
'	
réalisation	ʁ e a l i z a s j ɔ̃
mine	m i n
passant	p a s ɑ̃
analyses	a n a l i z
économiques	e k ɔ n ɔ m i k
divers	d i v ɛ ʁ
Elles	ɛ l
mettent	m ɛ t
jeu	ʒ ø
l'acquisition	l a k i z i s j ɔ̃
connaissances	k ɔ n ɛ s ɑ̃ s
forme	f ɔ ʁ m
nouvelles	n u v ɛ l
règles	ʁ ɛ ɡ l
produisent	p ʁ ɔ d y i z
savoir	s a v w a ʁ
codifié	k ɔ d i f j e
transfert	t ʁ ɑ̃ s f ɛ ʁ
l'apprentissage	l a p ʁ ɑ̃ t i s a ʒ
directeurs	d i ʁ ɛ k t œ ʁ
chefs	ʃ ɛ f
service	s ɛ ʁ v i s
responsabilité	ʁ ɛ s p ɔ̃ s a b i l i t e
informations	ɛ̃ f ɔ ʁ m a s j ɔ̃
émanent	e m a n ɑ̃
serveurs	s ɛ ʁ v œ ʁ
pendule	p ɑ̃ d y l
présentant	p ʁ e z ɑ̃ t ɑ̃
défaut	d e f o
évident	e v i d ɑ̃
doit	d w a
remplacée	ʁ ɑ̃ p l a s e
utilisés	y t i l i z e
seront	s ə ʁ ɔ̃
rétablis	ʁ e t a b l i
nouvelle	n u v ɛ l
grande	ɡ ʁ ɑ̃ d
précision	p ʁ e s i z j ɔ̃
références	ʁ e f e ʁ ɑ̃ s
pratiques	p ʁ a t i k
thérapeutiques	t e ʁ a p ø t i k
littérature	l i t e ʁ a t y ʁ
protocoles	p ʁ ɔ t ɔ k ɔ l
différence	d i f e ʁ ɑ̃ s
résidant	ʁ e z i d ɑ̃
agronomes	a ɡ ʁ ɔ n ɔ m
maintenant	m ɛ̃ t n ɑ̃
outil	u t i
puissant	p y i s ɑ̃
rapide	ʁ a p i d
mieux	m j ø
contrôlable	k ɔ̃ t ʁ o l a b l
atteindre	a t ɛ̃ d ʁ
but	b y t
Notre	n ɔ t ʁ
procédure	p ʁ ɔ s e d y ʁ
systématiquement	s i s t e m a t i k m ɑ̃
travailler	t ʁ a v a j e
équipe	e k i p
excellent	ɛ k s ɛ l ɑ̃
valorisation	v a l ɔ ʁ i z a s j ɔ̃
validation	v a l i d a s j ɔ̃
internes	ɛ̃ t ɛ ʁ n
particulier	p a ʁ t i k y l j e
dynamique	d i n a m i k
complexe	k ɔ̃ p l ɛ k s
chaotique	k a ɔ t i k
s'adapte	s a d a p t
traitement	t ʁ ɛ t m ɑ̃
d'informations	d ɛ̃ f ɔ ʁ m a s j ɔ̃
temporelles	t ɑ̃ p ɔ ʁ ɛ l
comme	k ɔ m
systèmes	s i s t ɛ m
visuel	v i z y ɛ l
auditif	o d i t i f
Article	a ʁ t i k l
trois	t ʁ w a
commission	k ɔ m i s j ɔ̃
administrative	a d m i n i s t ʁ a t i v
paritaire	p a ʁ i t ɛ ʁ
compétente	k ɔ̃ p e t ɑ̃ t
saisie	s ɛ z i
propositions	p ʁ ɔ p o z i s j ɔ̃
d	d e
affectation	a f ɛ k t a s j ɔ̃
demandes	d ə m ɑ̃ d
mutation	m y t a s j ɔ̃
titularisés	t i t y l a ʁ i z e
vertu	v ɛ ʁ t y
présent	p ʁ e z ɑ̃
regroupements	ʁ ə ɡ ʁ u p m ɑ̃
d'intérêt	d ɛ̃ t e ʁ ɛ
traduisaient	t ʁ a d y i z ɛ
création	k ʁ e a s j ɔ̃
temporaire	t ɑ̃ p ɔ ʁ ɛ ʁ
petits	p ə t i
groupes	ɡ ʁ u p
mise	m i z
pied	p j e
séminaires	s e m i n ɛ ʁ
colloques	k ɔ l ɔ k
Or	ɔ ʁ
vue	v y
discutés	d i s k y t e
tels	t ɛ l
base	b a z
idées	i d e
émises	e m i z
individuellement	ɛ̃ d i v i d y ɛ l m ɑ̃
collectivement	k ɔ l ɛ k t i v m ɑ̃
caméra	k a m e ʁ a
branchée	b ʁ ɑ̃ ʃ e
jour	ʒ u ʁ
nuit	n y i
semaine	s ə m ɛ n
envoie	ɑ̃ v w a
rafraîchie	ʁ a f ʁ ɛ ʃ i
toutes	t u t
minutes	m i n y t
;	
avons	a v ɔ̃
réuni	ʁ e y n i
liste	l i s t
sites	s i t
lesquels	l e k ɛ l
pourrez	p u ʁ e
continuer	k ɔ̃ t i n y e
votre	v ɔ t ʁ
espionnage	ɛ s p j ɔ n a ʒ
préserver	p ʁ e z ɛ ʁ v e
scientifique	s j ɑ̃ t i f i k
communauté	k ɔ m y n o t e
distincte	d i s t ɛ̃ k t
conserve	k ɔ̃ s ɛ ʁ v
valeur	v a l œ ʁ
propre	p ʁ ɔ p ʁ
seize	s ɛ z
conseil	k ɔ̃ s ɛ j
surveillance	s y ʁ v ɛ j ɑ̃ s
nommer	n ɔ m e
directeur	d i ʁ ɛ k t œ ʁ
rémunéré	ʁ e m y n e ʁ e
fonctions	f ɔ̃ k s j ɔ̃
précisées	p ʁ e s i z e
nomme	n ɔ m
courrier	k u ʁ j e
électronique	e l ɛ k t ʁ ɔ n i k
notamment	n ɔ t a m ɑ̃
poser	p o z e
modalités	m ɔ d a l i t e
l'impôt	l ɛ̃ p o
revenu	ʁ ə v n y
recevoir	ʁ ə s ə v w a ʁ
réponse	ʁ e p ɔ̃ s
direction	d i ʁ ɛ k s j ɔ̃
générale	ʒ e n e ʁ a l
impôts	ɛ̃ p o
quarante	k a ʁ ɑ̃ t
huit	y i t
heures	œ ʁ
utilisant	y t i l i z ɑ̃
valeurs	v a l œ ʁ
composantes	k ɔ̃ p o z ɑ̃ t
vecteur	v ɛ k t œ ʁ
unitaire	y n i t ɛ ʁ
classes	k l a s
pouvons	p u v ɔ̃
définir	d e f i n i ʁ
façon	f a s ɔ̃
partition	p a ʁ t i s j ɔ̃
mots-clés	m o k l e
corpus	k ɔ ʁ p y s
documentaire	d ɔ k y m ɑ̃ t ɛ ʁ
proposé	p ʁ ɔ p o z e
modèle	m ɔ d ɛ l
décrire	d e k ʁ i ʁ
notion	n ɔ s j ɔ̃
présentation	p ʁ e z ɑ̃ t a s j ɔ̃
objet	ɔ b ʒ ɛ
l'on	l ɔ̃
stocker	s t o k e
nom	n ɔ̃
menu	m ə n y
remplacé	ʁ ɑ̃ p l a s e
icône	i k o n
personnalisée	p ɛ ʁ s ɔ n a l i z e
agréable	a ɡ ʁ e a b l
gagner	ɡ a n j e
place	p l a s
barre	b a ʁ
menus	m ə n y
Bien	b j ɛ̃
courageuse	k u ʁ a ʒ ø z
tentative	t ɑ̃ t a t i v
était	e t ɛ
folie	f ɔ l i
durant	d y ʁ ɑ̃
entendait	ɑ̃ t ɑ̃ d ɛ
glace	ɡ l a s
craquer	k ʁ a k e
grincer	ɡ ʁ ɛ̃ s e
matin	m a t ɛ̃
trouvait	t ʁ u v ɛ
chenal	ʃ ə n a l
refermé	ʁ ə f ɛ ʁ m e
derrière	d ɛ ʁ j ɛ ʁ
navires	n a v i ʁ
L'humain	l y m ɛ̃
perçoit	p ɛ ʁ s w a
volumes	v ɔ l y m
stéréoscopie	s t e ʁ e ɔ s k ɔ p i
dimensions	d i m ɑ̃ s j ɔ̃
forment	f ɔ ʁ m
rétine	ʁ e t i n
traitées	t ʁ ɛ t e
cerveau	s ɛ ʁ v o
reconstruit	ʁ ə k ɔ̃ s t ʁ y i
pièces	p j ɛ s
rédigées	ʁ e d i ʒ e
langue	l ɑ̃ ɡ
française	f ʁ ɑ̃ s ɛ z
produit	p ʁ ɔ d y i
traduction	t ʁ a d y k s j ɔ̃
certifiée	s ɛ ʁ t i f j e
traducteur	t ʁ a d y k t œ ʁ
inscrit	ɛ̃ s k ʁ i
experts	ɛ k s p ɛ ʁ
apports	a p ɔ ʁ
arabes	a ʁ a b
autres	o t ʁ
carte	k a ʁ t
maritime	m a ʁ i t i m
phare	f a ʁ
voile	v w a l
boussole	b u s ɔ l
L'arsenic	l a ʁ s ə n i k
augmente	o ɡ m ɑ̃ t
cancer	k ɑ̃ s ɛ ʁ
après	a p ʁ ɛ
latence	l a t ɑ̃ s
dépasser	d e p a s e
trente	t ʁ ɑ̃ t
cinq	s ɛ̃ k
ans	ɑ̃
expositions	ɛ k s p o z i s j ɔ̃
chrome	k ʁ o m
nickel	n i k ɛ l
chez	ʃ e
mineurs	m i n œ ʁ
fer	f ɛ ʁ
partir	p a ʁ t i ʁ
notes	n ɔ t
pondérées	p ɔ̃ d e ʁ e
diverses	d i v ɛ ʁ s
épreuves	e p ʁ ø v
note	n ɔ t
moyenne	m w a j ɛ n
calculée	k a l k y l e
pondérée	p ɔ̃ d e ʁ e
volume	v ɔ l y m
horaire	ɔ ʁ ɛ ʁ
selon	s ə l ɔ̃
tableau	t a b l o
coefficients	k o ɛ f i s j ɑ̃
annexe	a n ɛ k s
supérieur	s y p e ʁ j œ ʁ
bibliothèques	b i b l i ɔ t ɛ k
ministres	m i n i s t ʁ
services	s ɛ ʁ v i s
placés	p l a s e
ministre	m i n i s t ʁ
lui	l y i
communiquent	k ɔ m y n i k
nécessaires	n e s ɛ s ɛ ʁ
concernant	k ɔ̃ s ɛ ʁ n ɑ̃
placées	p l a s e
tutelle	t y t ɛ l
contraire	k ɔ̃ t ʁ ɛ ʁ
j'ai	ʒ e
non	n ɔ̃
seulement	s ø l m ɑ̃
reçu	ʁ ə s y
partout	p a ʁ t u
accueil	a k œ j
extraordinaire	ɛ k s t ʁ a ɔ ʁ d i n ɛ ʁ
ressenti	ʁ ə s ɑ̃ t i
vive	v i v
curiosité	k y ʁ j o z i t e
mode	m ɔ d
d'organisation	d ɔ ʁ ɡ a n i z a s j ɔ̃
universitaires	y n i v ɛ ʁ s i t ɛ ʁ
Prisonniers	p ʁ i z ɔ n j e
envoûtés	ɑ̃ v u t e
vertige	v ɛ ʁ t i ʒ
terreur	t ɛ ʁ œ ʁ
khmers	k m e
rouges	ʁ u ʒ
pouvaient	p u v ɛ
relâcher	ʁ ə l a ʃ e
régulateur	ʁ e ɡ y l a t œ ʁ
garantit	ɡ a ʁ ɑ̃ t i
bonne	b ɔ n
stabilité	s t a b i l i t e
profondeur	p ʁ ɔ f ɔ̃ d œ ʁ
corrige	k ɔ ʁ i ʒ
perturbations	p ɛ ʁ t y ʁ b a s j ɔ̃
géométriques	ʒ e ɔ m e t ʁ i k
dérives	d e ʁ i v
thermiques	t ɛ ʁ m i k
commandant	k ɔ m ɑ̃ d ɑ̃
vitesse	v i t ɛ s
puissance	p y i s ɑ̃ s
laser	l a z ɛ ʁ
Vos	v o
statuts	s t a t y
code	k ɔ d
civil	s i v i l
déontologie	d e ɔ̃ t ɔ l ɔ ʒ i
publique	p y b l i k
législation	l e ʒ i s l a s j ɔ̃
fiscale	f i s k a l
tenu	t ə n y
ve	v ə
vos	v o
objectifs	ɔ b ʒ ɛ k t i f
individuels	ɛ̃ d i v i d y ɛ l
car	k a ʁ
association	a s ɔ s j a s j ɔ̃
particulière	p a ʁ t i k y l j ɛ ʁ
Mais	m ɛ
champ	ʃ ɑ̃
fouille	f u j
réalités	ʁ e a l i t e
passé	p a s e
grec	ɡ ʁ ɛ k
apparaissent	a p a ʁ ɛ s
sommet	s ɔ m ɛ
c'est-à-dire	s ɛ t a d i ʁ
a	a
conservé	k ɔ̃ s ɛ ʁ v e
culture	k y l t y ʁ
Ainsi	ɛ̃ s i
liés	l j e
ils	i l
perdent	p ɛ ʁ d
pouvoir	p u v w a ʁ
irritant	i ʁ i t ɑ̃
côlon	k o l ɔ̃
moins	m w ɛ̃
absorbés	a b s ɔ ʁ b e
déplétion	d e p l e s j ɔ̃
aggravée	a ɡ ʁ a v e
recueillies	ʁ ə k œ j i
expériences	ɛ k s p e ʁ j ɑ̃ s
passées	p a s e
travaux	t ʁ a v o
permettront	p ɛ ʁ m ɛ t ʁ ɔ̃
documenter	d ɔ k y m ɑ̃ t e
concernés	k ɔ̃ s ɛ ʁ n e
ville	v i l
mis	m i
gestion	ʒ ɛ s t j ɔ̃
matière	m a t j ɛ ʁ
pluvial	p l y v j a l
autorité	o t o ʁ i t e
l'arc	l a ʁ k
méditerranéen	m e d i t ɛ ʁ a n e ɛ̃
Plus	p l y
boutiques	b u t i k
hypermarché	i p ɛ ʁ m a ʁ ʃ e
restaurants	ʁ ɛ s t o ʁ ɑ̃
activités	a k t i v i t e
toiture	t w a t y ʁ
inclinée	ɛ̃ k l i n e
